source,text,review_rating,name,review_date,length_of_stay,traveler_type,total_rating,total_reviews
tripadvisor,"Came with a few girl friends for a fun getaway trip, left with a smile on my face. 

The Boulan truly has the best service in town and everyone there treats you like family. If you're looking to leave with a really nice tan, they have an amazing rooftop pool deck (the sunset view is a plus). Steps away from the hotel is Orange Blossom which has the yummiest food whether it be breakfast, lunch, or dinner. 

We stayed in one of the suites which came with a large kitchen, living area, balcony, deep tub, walk in closet, & washer/dryer in room. The kitchen was amazing for nights we wanted to stay in and have home-cooked meals. Traveling with a group of girls can sometimes make it hard to accommodate everyone comfortably, however these spacious suites at the Boulan Hotel were perfect. I was very impressed with my experience at the Boulan Hotel and would highly recommend to anyone that wants to visit South Beach.",10.0,sabrinahuici,2019-07-22,,Group,7.4,1201
tripadvisor,What an incredible suite. Very spacious and super clean. Located just across the street from the beach. Great rooftop pool! There is a delicious restaurant downstairs with a complimentary breakfast.Tons of shops and restaurants in walking distance.,10.0,Alia J,2019-07-22,,,7.4,1201
tripadvisor,"I like Boulan so much!! This is my favorite place in the Miami now!!! I saw some bad review and was upset, because I had non refundable reservation! But my stay was wonderful! The hotel are awesome! Friendly stuff, beautiful view, Elena gave me free upgrade and she was so nice with me!! I will recommend the hotel to all my friends)) miss you, guys)",10.0,Larisa S,2019-07-22,,Group,7.4,1201
tripadvisor,"I came to Miami Beach for a girls weekend, and had a wonderful experience. Melissa at the front desk was friendly, and upgraded us and gave in and outs of the island. Super content with my stay, would recommend for my family and friends to come to Boulan. The scenery was fantastic.",10.0,Daniela,2019-07-24,,Group,7.4,1201
tripadvisor,I usually don't write reviews but my stay at the Boulan stood out. We had an awesome time at this chic modern hotel in South Beach. We relaxed while sitting under the pretty cabanas pool side. To top it off we felt at home. Melissa at the front desk made us feel very welcomed and even suggested great restaurants and fun places to go to.,10.0,Veganhippie,2019-07-24,,Group,7.4,1201
tripadvisor,Elena and Pierre took care of all our needs and were just great. Treated us like a family. Location was perfect. All around. Cant wait to come again. Staff was very helpful and kind. The best hotel in this area.,10.0,Наталья С,2019-07-25,,Couple,7.4,1201
tripadvisor,"Pierre haz amaizing customer service!!! Very polite and we are plesant to meet him!!! Thank you so much for the best service. Also frond desk girls works like one friendly team, I belive their names are Melissa and Yelena. The hotel itself very nice and big. I liked the roof top pool )))",10.0,Constantin I,2019-07-25,,Family,7.4,1201
tripadvisor,"Nice hotel. I like the location. Close to the beach and all miami activities. Also I had free upgrade, thank you Elena)) the room it self very clean and spacious. Next door is baggatele, this is my favorite place also))",10.0,Лариса И,2019-07-25,,Solo,7.4,1201
tripadvisor,Pierre  has given me outstanding quality service by far hands down!👏 Boulan has the best hospitality and great housekeeping awesome amenities. I had a outstanding stay at Boulan would recommend to anyone,10.0,LoveTravel433845,2019-07-26,,Group,7.4,1201
tripadvisor,"We just stayed at Boulan South Beach for 8 nights. We had a great stay. The staff were incredible, especially Manny, our Bellman, Melissa, front Desk Agent, and Manager,  Aisla. They could not have been more accommodating and helpful. Nothing was a problem. The Hotel is Central,  1 block from beach with ocean views from many of the 1 bed apartments. It was great to be in an apartment as it had lots of space, huge bathroom, laundry and full kitchen. Lincoln rd mall is 6 blocks away and a good walk. It's our 2nd year staying there and definitely will be back. They are starting major renovations so looking forward to seeing changes on our next trip back.
Rickie from Sydney Australia",10.0,Sunshine641018,2019-06-13,,Couple,7.4,1201
tripadvisor,"We had the most phenomenal stay while at Boulan and already can’t wait to visit again! Hotel is in the best location of Miami Beach. Quiet area away from the crazy party scenes but close enough walking distance to all great areas to visit. Rooms are very clean and not to mention HUGE! Also should note that the staff is fantastic. From the front desk to bellmen, everyone we encountered were willing to help immediately and so friendly. Shoutout to management of this hotel, whatever you’re doing you’re doing it right! We never heard a “no” while we were here. Will definitely be back next time we’re in Miami.",10.0,Michelle S,2019-06-13,,Couple,7.4,1201
tripadvisor,Hello I’m James wells me and my wife on our honeymoon stayed at the beautiful Boulan hotel and on our stay we hit the 21st part of the beach a lot and Albert Valle helped us everyday and tended to our every need your company needs more workers like him he needs to be moved up the latter very promptly to management and I think the company will sore to tremendous heights he made our beach visits that much more pleasant I can’t thank him enough,10.0,James W,2019-06-18,,Couple,7.4,1201
tripadvisor,First of all I would like to when entering the hotel scent in the lobby was intoxicating I knew then I was in great company. They were very busy when we arrived slightly earlier than checkin so the staff along with Anthony did everything to make my wait as pleasant as possible. I dont want to give away all of his moves but the staff over heard my husband say it was his Birthday and we had a little surprise waiting in our suite. My husband travels very often for business and I tag along every now and then therefore I have stayed at many great hotels and condos. This one was very accommodating simply wonderful  !!,10.0,jacksonlachana,2019-06-25,,Couple,7.4,1201
tripadvisor,This is a modern and attractive hotel in a great location on Collins Avenue. Vey friendly and professional staff. Best features is the superb roof top pool and service! The Orange Blossom restaurant serves an amazing breakfast!  Very close to South Beach! Will be returning in the future!,10.0,Amanda,2019-06-28,,Family,7.4,1201
tripadvisor,"Positive:
Location and vast appartement

Negative:
- 2 poor breakfasts when reserved for 2 adults and a child (3 years)
- despite agreement for 3 breakfast for the child by booking.com and Boulan hotel rep later on the agreement was breached by hotel manager in very rude manner.
- rude and unpolite attitude of hotel manager
- fournitures used and worn-out (especially bed)
- shower in buth tub blocked by hotel
- only 2 caffees included for the whole stay (7 days)
- no free water
- no umbrella on the beach included (only chairs and towels)
- drilling and hammering in wall in the middle of the night (hotel run some construction / renovation works)",4.0,maizemi,2019-06-30,,Family,7.4,1201
tripadvisor,"Simply incredible in every way...
location service the room the stuff,,
cant wait to go back
thank you guys for the warm hospitality
and a special thank you Ayla for taking  my call the other day to hear my compliments your hotel!!!!",10.0,kizi1111,2019-06-30,,Solo,7.4,1201
tripadvisor,"This place is perfect.Rooms are great. I had a huge  suite with outdoor terrace. Amazing bathroom. Full kitchen, washer and dryer. Nice pool upstairs. This place is in a great location one block form the beach. Staff is friendly. Manny bell boy will give you a tour of the place and tell you all you need to know. Once settled in our room he came back with complimentary bottle of wine from hotel to celebrate my birthday! Melissa at front desk is super friendly and gets it done. Very sweet maid kept the place tidy and clean. She even folded some of the  clothes I left around...Breakfast at Orange Blossom is good. 
I will definitely come back again.",10.0,PL,2019-07-01,,Group,7.4,1201
tripadvisor,Hotel is great and Melissa Ayla and  Daybe at the front desk are very  Helpful. They have us an upgrade in our room. The pool has a wonderful view. The roms are spacious and have a Kitchen. Overall i would come back,10.0,Pierre A,2019-07-03,,Family,7.4,1201
tripadvisor,"Perfect location on a quiet street which is a rare find in South Beach. Melissa at the front desk made check in a breeze and was super accommodating, she even upgraded us to a larger room which was an unexpected treat! And let me tell you about the room.....best I have EVER stayed in when traveling to a south beach...beautiful, high end upgrades and furnishings, and our upgrade provided us with a wrap around balcony! Only place we will ever stay from now on! Thank you Melissa and the rest of the staff at Boulan for making everything wonderful!",10.0,sfranklin87,2019-07-03,,Couple,7.4,1201
tripadvisor,This hotel is absolutely amazing! At check in Melissa was super friendly and helpful. The pool is fantastic and the rooms are super spacious. I absolutely will come back to this hotel to enjoy Miami Beach.,10.0,Melissa G,2019-07-06,,Group,7.4,1201
tripadvisor,Pierre and Daybe were amazing they helped us the whole trip. They were so attentive upon arrival and departure !!! Everyone was so nice in this hotel. beautiful rooms clean and perfectly located not too crazy area but still within walking distance of Lincoln Rd and all the nightlife.,10.0,Maria Jacquez,2019-07-08,,Couple,7.4,1201
tripadvisor,"We loved staying at this hotel. It was convenient and cleaned. Best hotel room I ever stayed at and the staff was great: Daybe, Pierre, Elena. We enjoyed the food at the Orange Blossom. We will definitely be coming back and staying at this hotel again.",10.0,Krystallyn R,2019-07-08,,Couple,7.4,1201
tripadvisor,"Loved this hotel. Everyone was super sweet. Thank you Daybe, Pierre and Elena.

Our condo was beautiful! Spent alot of time by pool. 

Great location right by the beach. Me and my friends would come back",8.0,Shanel S,2019-07-08,,Group,7.4,1201
tripadvisor,"I recently stayed at the South Beach hotel and had an excellent experience. We arrived to the hotel and were greeted with a smile by Pierre. He assisted with our luggage and ensured we had everything we needed. Throughout our stay we saw him, every time he had a friendly smile and was willing to help with questions about the area and directions. I would definitely stay at this hotel again!!!",10.0,Melissa H,2019-07-08,,Group,7.4,1201
tripadvisor,"Love the hotel the pool is amazing, Melissa was super nice and helpful and I would total come here again and everything in the hotel is amazing and a lot of people should come here and everyone is super nice",10.0,Lucius,2019-07-10,,,7.4,1201
tripadvisor,"Dear staff at  Boulan - can’t thank you enough for making my husband’s surprise bday such a delightful experience!!! 
Especially managers Anthony and Ayla - they were amazing!!! 
We booked three rooms - they had everything we needed, especially traveling with 2 and 5 years old - fridge, stove, microwave, washer and dryer etc.
Rooms are spacious and clean.
Definitely will be back!!!",10.0,Artusha,2019-05-22,,,7.4,1201
tripadvisor,"Let me start off by saying that I’m not at all sure how this place could get a negative review. It was everything we wanted and MORE! 
When my fiancé and I arrived (extremely tired on a red eye from Toronto) we were immediately greeted by Isla (hope I spelled this right!) She was truly the kindest person I have ever met!! She welcomed up with drinks while she checked us in and even helped us get into our room early which was great. We got awesome recommendations from her so while you’re here make sure you find her! Truly some of the most genuine hospitality I’ve seen there. 

I’ve seen the pictures of this hotel but when I got to the room I couldn’t believe it. This room was basically an apartment! It was huge, super clean, and had everything that we needed (kitchen, living room, bathtub, etc.) The roof top pool is also a dream. 

Thank you Boulan team for making my trip with my fiancé so incredible! Can’t wait to visit again!",10.0,Alicia Hayes,2019-05-23,,Couple,7.4,1201
tripadvisor,We had a great time at the Boulan. The beach is one block from the hotel and they give us complimentary chairs and towels everyday day. Their rooftop pool is a must for us every time we come. I would stay for the weekend every four months or so. The amazing staff is what keeps are family coming back. The manager Ayla was extremely helpful and super kind with our family. I definitely recommend staying here.,10.0,Geovani L,2019-05-23,,Family,7.4,1201
tripadvisor,The Boulan is hands down the best hotel in Miami Beach. From all the luxury amenities to the ultimate south Beach experience.  Jimmy M. and his staff are the ultimate staff and make you fell at home in every way,10.0,Al P,2019-05-26,,Family,7.4,1201
tripadvisor,"Best hotel ever, perfect location right next to the beach, staff was amazing especially Iza at the front desk she was lovely and also Pierre who assisted us with everything we needed, definetly coming back next year! Recommend if you want a good time in South Beach!",10.0,Cameron,2019-05-29,,Group,7.4,1201
tripadvisor,"I’ve stayed at Boulan hotel for 4 nights,  the Room very nice , the pool outstanding there was the Bellman Pierre who help me a lot During my stay he knows all the good places in miami club , Restaurant etc... my family’s don’t know who to speak English he speaks french with up make it even easy for us . Isa at the Desk was so nice , can’t wait to come back to Boulan SBH",10.0,Pierre C,2019-05-31,,Family,7.4,1201
tripadvisor,Best hotel in South Beach. Iza was amazing. Excellent customer service. Can’t believe we had a fully equipped kitchen!! Bathroom was very huge! 100% recommended. Next trip to South Beach we will stay definitely in Boulan.,10.0,Luis F,2019-05-31,,Group,7.4,1201
tripadvisor,"Want to say I had a lovely stay, room was super big and comfortable! Iza was amazing at the front desk, and shout out to Pierre for always helping us out! Has a blast in Miami, would def come again for my next vacation!",10.0,Gianni,2019-05-31,,Group,7.4,1201
tripadvisor,"This hotel is a 5 stars .It’s very nice and clean .My friend invited me there . We had a blast ⭐️ ⭐️ 🌟 ⭐️ star 🌟 the food is tasteful ,I really Envoy it .I recommend this place . You ll also have a blast",10.0,Sterline D,2019-05-31,,Group,7.4,1201
tripadvisor,"The best of the best . I experienced possibility the very best customer service of all time. Mr Pierre , what a remarkable person. Thank you Mr Pierre and Boulan south Beach, I am a customer for life!",10.0,Discover272056,2019-05-31,,Group,7.4,1201
tripadvisor,This is a great hotel located very close to the beach and away from the crowds. Our suite was excellent. really large with a private terrace. Roof top pool was good too however note it can get very busy in the afternoon. Staff really helpful.,10.0,paolaaltamirez,2019-06-06,,Couple,7.4,1201
tripadvisor,"We had a large 1 bedroom penthouse suite with a private terrace and a beautiful ocean view. The rooms are equipped with a full kitchen, washer and dryer, which is very convenient when traveling with kids.Wonderful place to stay and the staff is great and very helpful.",10.0,Fernandez925,2019-06-06,,Family,7.4,1201
tripadvisor,"Just want to say I spent my birthday at the Boulan hotel June 1st to June 5th week and I had an amazing time the staff the managers really accommodate me to a beautiful room and made me feel special the hotel is very clean a specious Melissa at the front desk is awesome she makes you feel at home and Ayla the manager she really took good care of me for my birthday she is the best I love the driver Tony he gives you great conversation and he make sure your stay is perfect Manny does a perfect job with making sure you are welcome ilove you guys thanks for awesome time for my birthday.. see you next year. 
God willing.... Miss hansome",10.0,Melanie H,2019-06-07,,Group,7.4,1201
tripadvisor,"The Boulan hotel was such an amazing experience, being that it was my first time in south beach. The service was excellent the staff was so friendly and accommodating. At my first night there was a lovely member of the Boulan staff who’s name was Manny who was so gracious and kind he helped us with our bags and suggested great restaurant in the area, he even went to get me water as I was a little jet lagged and feeling sick. I had a great time at the Boulan and it will definitely be my go to hotel whenever I visit south beach again.",10.0,Tashmc95-,2019-06-09,,Group,7.4,1201
tripadvisor,"Booked 4 nights at the Boulan in june 2019 and was wholely looking forward to out stay as it was advertised as luxury hotel and we got a very reasonable deal. The staff on the front desk were very friendly. But the room we got had paint stains on the tiles in the rooms, no safe and the sofa was torn to shreds, hardly luxury in my book.

The offered us a complimentary upgrade but for the next two days staff kept calling and knocking on our door to find out when we will be checking out. Strange considering they had all these details from the start. Communication between staff left a lot to be desired. 

During our stay we had a whole day where there was no electricity in the room, acceptable as we didnt spend much time in the room, but the time we did spend in there was a struggle. 

My booking included breakfast each morning, however upon arriving in the morning we were told breakfast was from the restaurant adjacent to the hotel. The complimentary breakfast for hotel guests were 4 or 5 items from their menu which were all sweet items, extremely poor for a luxury hotel guest! We ended up paying for 2 of the mornings to just get some toast and eggs. 

Lastly, i spent two days requesting late check out, was told I'd have to wait till the day we check out to see availability. On the day, we were told of the charge which was fine however check out was at 11 but the manager did not turn up till midday and the staff at the front desk said there was nothing they could do without the manager. Was disappointed with the lack of someone to help or make a decision. 

After 12.30 check out was agreed, i had another member of staff turn up to say we had missed check and theyd help with the bags. Again communication between staff is something that needs improvement.

I paid over £700 in the end for a stay that was quite average, and I don't think I would recommend for a ""luxury"" stay as advertised.",6.0,Gina S,2019-06-10,,Couple,7.4,1201
tripadvisor,"Big clean rooms, nice pool. Te staff were very friendly. I recommend. We spent there 11 nights. The beach is close and guys who work at the beach are also very friendly and helpful. Would stay there again.",10.0,Anna,2019-06-11,,Family,7.4,1201
tripadvisor,"After a long flight we arrived at the Boulan, the African American girl in the front desk treated us like we are going to stay for free, she didn’t welcome us or smile to us. She made a copy of my credit card claiming that she has a problem entering my credit card information in the system and she will do it later. After 2 days we were coming from the beach tired and wanted to take showers we tried to open the door for the condo but the door was locked, we went to the front desk they told us WE LOCKED YOUR DOOR SO WE CAN CATCH YOU TO GET YOUR CREDIT CARD INFORMATION!!! I told her I gave you the credit card information when I checked in and the girl made a copy of my credit card!! I didn’t mention that the guy at the breakfast place in the front desk is rude as well, I didn’t mention how dirty is the condo is. 100% don’t recommend.",2.0,Xander A,2019-04-24,,Couple,7.4,1201
tripadvisor,"OMG...where do I start. Like some other recent posts, I would NOT recommend this place to anyone!!! Here are some real pictures. Since our room was going to be ready until 4 p.m., we thought we would enjoy the pool. Ripped lounge chairs, cups and cigarette containers left on their grassy areas and inside the hot tub. Only one attendant. As nice as she was, there was just to much for her to do to manage cleaning up after people, taking food/drink orders, towel duty, refilling suntan lotion station. Sad! 
The ""Manager"" Anthony was so rude. He wanted to argue about our room not having breakfast included. OMG...their own website says (From a dialed-in Concierge to meet any request at any time to “always complimentary” perks like Wi-Fi, breakfast for two each morning and two chairs daily for your visit to the beach, we’ve designed a guest experience that revolves entirely around you.). The emailed confirmation stated it was included. After having the concierge from my credit card company calling him, he agreed. Never an apology. 
At 4 p.m. we go to check in to our room. The lobby is filled with people. So I guess guaranteed ready by 4 p.m. has a different meaning to them. Many rooms were not ready. After getting into our room (see other photos) we noticed ripped old chairs and the cable box dangling on top of the TV. What...who has rooms like this. I would be so embarrassed if I was the owner/manager!
It gets worse, but I hope this gives you enough to stay away from this place. Many other/better choices around. Live life and enjoy somewhere else!!!",2.0,Gary S,2019-04-26,,Couple,7.4,1201
tripadvisor,"This have been  our 2nd home each time we travel to Miami great customer
Thank you ones again to the great staff of The Boulan  Hotel Miami beach,  for over 8 years we had experience the best customer service The Hotel  Manager Anthony always provide us an excellent reception,  the new Folding Beds for extra Guest  are super comfortably the minimum 1050-sq-foot (95-sq-meter)  per reservation is one of the best A  Plus of you Hotel included the cleaning Washer  and dryer  Luxury Bathroom, 
Shower Balcony,  Full kitchen  with Dishwasher 
Microwave  Full size Refrigerator. and more.. . Make The Boulan  of of the best Property in Miami Beach  and let me tell you I had  been a Guests at the fontainebleau Miami  beach  and similar hotels  and  all you get is 365 Sq ft..  per regular Room,   for you to get 1000  square ft at places like fontainebleau you have to reserved  a Presidential suite  per Hundreds of Dollars a 
night.  We  Will return to the Boulan in a few month . As we always do 
Ones again Thank you Anthony and staff for making my family and I feel like at home .

Hamlet and Olesia Garcia.",10.0,In kase Insuran... I,2019-04-28,,Family,7.4,1201
tripadvisor,"I think they need to upgrade the front desk hospitality. It was the first time I traveled and nobody checked in on me to see if everything was ok or even if anything was needed. 
When you call the front desk it hard to reach soembody. 
The hotel is nice but could be fixed up. My bed wasnt comfortable eveything was stiff. The pillows were stiff eas very hard to get comfortable. I had an 11 day stay. I'm not sure I'll be back. 
The gym is so small I was charged ressort fees and I dont think I should have at this point. 
I'm giving it a 3 star because I'm not sure it's worth the price I was charged. 
My best advice is get more cabanas on the roof too and not just by the pool.
I would up hospitality, and welcoming guest's should be more. I booked on Easter weekend and the dates I had I couldn't book at my usual stays which is the W hotel and Hotel 1
I'll say the maids clean up ok. 
The food is 👌🏽. They have Joe the juice down stairs and is amazing! 
The space of my suite was on point as well. Needs to be upgraded its classy meets ghetto",6.0,Anik D,2019-05-02,,Group,7.4,1201
tripadvisor,Amazing service! Great hospitality very accommodating! The beach is very clean and close to the hotel. Lazy? There’s a complementary golf cart that takes you to and from the beach. Thank you Charles!!,10.0,Nadeen a,2019-05-02,,Group,7.4,1201
tripadvisor,We loved the hotel! The rooms were really spacious and clean. The staff was amazing! Pierre was extremely attentive and caring throughout the entire stay. I’ll love to stay again and I’m actually thinking about it.,10.0,dayessi b,2019-05-08,,Family,7.4,1201
tripadvisor,"This was the WORST ever hotel I have ever been to. Listing on room on Expedia said in room massages and I picked a room with a terrace. When I checked in I asked the front desk to set up couple massages. She said we don’t have that available. I showed her on my phone the room on Expedia and where it said that. She took a picture of my phone and said it is Expedia fault that they listed that. I called Expedia told them what had happened and they called the hotel and the manager ILA told them yes we do to tell them to tell me to come down to the front desk to see her and she will set it up. I went down she told me that there is a outside company that comes in. She asked for my number and told me it is $140 a person I said awesome it was 9pm Saturday night so she said she would call me tomorrow morning to set it up I said that works out perfect since Sunday is my anniversary. I planned room service breakfast on the terrace than in room couple massages. I went to the room to settle in I was exhausted me and my husband ordered pizza from papa johns now 10pm. They came to the hotel to deliver it the front desk told him I was not a guest of the hotel. So now 12am I call papa johns they tell me the whole story they deliver the pizza 1am I have to get dressed and meet them out on Collins ave so ridiculous . No
Terrace no balcony just walls and dirty windows seriously you can’t see clearly out of them they are filthy. The massage company never called Sunday so I went to front desk again they said they don’t offer again. I called Expedia again they called hotel again this time they said no they don’t. So frustrating. If I knew that they did not have massages or a terrace I would of not booked in this hotel. The room type they offer I could book a $100 room with no amenities. I received a email this is from Expedia and Boulan 

Kindly note that we have contacted the hotel and they advised that the In-room massage is available but they don't offer it from their end, they only have the massage table and tools and you have to order the message yourself & massage people come to the hotel, also advised that this room type we don't promote with balcony, you can request it but not guaranteed depending on availability.  

Don’t book there so many nice hotels in South Beach with amenities and knowledgeable staff who cares about there guest. This hotel is very poorly ran and very dirty and the lobby stinks like mold and cedar.",2.0,Sweetpea59658265,2019-05-08,,Couple,7.4,1201
tripadvisor,"I was trying to give it a second try since the only positive is that the units are large and have a full kitchen which is nice for a family but overall its not worth it. The staff is very rude, apartments not cleaned properly and the unit seems cold. There are so many other better places.",2.0,TheWorldTravelerAlex,2019-05-10,,Family,7.4,1201
tripadvisor,"The staff at Boulan ON THE BEACH are execellent! My boyfriend and I wanted a cabana/ bed to lay and relax on the beach. Charlie made sure we received our bed and it was extremely comfortable and had a perfect VIEW with  Clean soft Towels! Thanks to Keith & Salman, as well. They were all extremely helpful! If I ever need a bed on the beach I will most definitely come to Boulan! GREAT PRICES! Great staff 
Thanks for making my stay in Miami great 😊",10.0,Nydia,2019-05-10,,Couple,7.4,1201
tripadvisor,"I stayed 3 days at this Hotel with my girlfriend. The service was great. The room was very nice and neat. I met a guy name Pierre I believe he was a bellman, he was very helpful. Very nice dude and he knows all the nice places in Miami. Looking forward to visiting Miami next year and I will stay at Boulan Hotel again. Hopefully Pierre will still be working there.",10.0,MikeG,2019-05-11,,Couple,7.4,1201
tripadvisor,"I’m so disappointed!!once We got there I went to the pool and put my brand new rayband sunglasses by the chair next to me.I closed my eyes to tan and My mom and brothers were right next to me so I didn’t worry about someone taking them ..10 min later I open my eyes and there gone.I search everywhere and I didn’t want to accuse anyone but There were two girls sitting right next to where my glasses were and they were being a little too nice trying to help us find them.I go to the front desk they checked the lost in found and couldn’t find them. I asked them to check the  the cameras and I don’t even know what they were saying but they said that only one person could check and he wasn't there blah blah blah and idk they weren’t making sense.I came back to ask them everyday of any news about my glasses and they kept saying “oh my manager isn’t here I have to call him” or “come back tomorrow”.STAFF WAS SO RUDE.For the price we payed I didn’t expect someone to steal my glasses.I wasn’t staying at some cheap hotel what the hell!!! Why should I worry about someone stealing my glasses that were literally right next to me. .Besides that the pool was soo small and so was the gym.My room smelled like smoke, the bathroom door was broken and there was no pots or pans.I emailed them about my glasses as well as these issues after coming back home.They completely ignored the issues about my room and basically said sorry we checked the lost and found and couldn’t find you’re glasses.please don’t stay there.theres much nicer hotels in south beach.i know my friends and family won’t ever be staying there again!",2.0,Anonymous,2019-05-11,,Family,7.4,1201
tripadvisor,"I went for a week of vacation with my wife and our 1 year old baby boy. Very good experience overall. 
Staff welcoming and friendly, great location very close to beaches and amenities. Good location also to have nice dinners in the South Beach main food streets, only 10’ walking from Lincoln.
The breakfast at Orange Blossom was simple but very good and the staff is amazing.
The roof pool is also a nice amenity for sunbathing and to take a break from hot temperatures.

Before the visit I requested to have a crib set up in the room and despite the fact that when we arrived the crib wasn’t there, the staff was reactive to accommodate our request. 

We’ll consider definitely to come back again at the Boulan in the future!

Thanks 
Fabrizio",8.0,Fabrizio S,2019-05-12,,Family,7.4,1201
tripadvisor,I just wanted to shoutout Destiny and Whender who both work at the Boulan. Not only were they pleasant and professional; they were super helpful and efficient with the  early check in that I needed : ),10.0,Shamikaonthego,2019-05-18,,Couple,7.4,1201
tripadvisor,"Booked 2 King Suites for 8 nights arriving late on May 6th after a delayed flight from New York. We were apprehensive having read some poor reviews but were pleasantly surprised after a less than great experience at the Parker Hotel New York. We had two beautiful rooms/suites, about 1,000 sq ft in size, on the 5th floor next to the gym and opposite the lift to the pool one floor up. The suites were enormous and reasonably well appointed with Kitchen, oven, micro, dishwasher, laundry facilities, two TV's, large dining table+ four chairs, easy seating area, loads of kitchen cupboards and storage, twin w.h.b.'s. large shower, bath and two toilets but no balcony. This was no problem as we were so close to the roof top pool. The Metro bus stop was almost outside the door so only a $2.25 twenty minute bus transfer from the airport to the hotel.The Boulan provided two sun loungers and towels at the beach the umbrella was $15 extra.. All the staff were great and helpful contrary to some reviews.  The free breakfast in the Orange Blossom was really good but not big enough but again with good friendly staff. . We would highly recommend the Boulan Suites but don't expect a lavish reception or lounge area, that is saved for your room if you get one like our two rooms.Expect the $35 a day service and tax fee which is a lot but the free breakfast makes up for that.The rooms were a lot of luxury for the price although one room was more tired than the other. We would certainly return.",8.0,Les C,2019-05-18,,,7.4,1201
tripadvisor,"MELISSA AND IZA WOW! It was my first time in miami and they made me feel so comfortable, shared all of the city secret spots, and were prepared to help whenever needed. amazing hotel, amazing staff. Would definitely book again.",10.0,Deja Alexis,2019-05-20,,Couple,7.4,1201
tripadvisor,"I stayed at the Boulan for a weekend getaway and it was beyond what I expected. The rooms were perfectly clean and spacious.

The best surprise was the rooftop pool - and the service there was absolutely spot on!",10.0,Matt W,2019-05-21,,Couple,7.4,1201
tripadvisor,"This is a small boutique hotel with the most amazing rooms.  My suite was huge and was more of an apartment than a hotel room.
Breakfast was included but was not served in the hotel but in the nearby Orange Blossom restaurant which is fine but might not suit everyone.
I was travelling alone so I appreciated the friendliness of the staff who actually used my name from the minute I arrived, a little touch but a nice one.  

One thing that let the hotel down was that the beach they advertise as a private beach is actually a public beach where I actually had my handbag stolen, although loungers were provided by the hotel, umbrella hire cost $15 dollars per day .
A huge thank you to Angela who was in charge of the pool, she met me every day with a beautiful smile and went out of her way to make me comfortable, she is a huge asset to the hotel and to the Orange Blossom restaurant.",8.0,Scotfrannie,2019-02-26,,Solo,7.4,1201
tripadvisor,"I have been coming to Miami Beach for years and this was literally the best hotel I have ever stayed at. Some of the gems: cavernous suites and balconies with ocean views, full size kitchen, 2 bathrooms, in room washer and dryer....wow. This is a home away from home. The beach is close by and the included breakfast at the nearby restaurant was superb. The rooms are well insulated, there is zero noise at night. The location? Perfect. 3 blocks from Lincoln Road, basically the northern most part of the South Beach. Special thanks to Vicky and Diana from the front desk who helped to make our stay amazing, great customer service! Can’t wait to come back.",10.0,Mike_Beam,2019-03-01,,Couple,7.4,1201
tripadvisor,"What a poor experience!  Our issues started at check in and lasted our entire stay.  We had booked a Florida Resident rate that clearly showed online and on our booking confirmation that we got discounted valet, however nobody at the front desk nor the valet had any idea about it.  After 30 minutes of going back and forth with everyone it was finally resolved much to the dismay of the valet.  We got up to our room only to find it dirty, the floor was dusty, the couch, bed and curtains had stains, and the walls had chipped paint and chunks of drywall missing.  The 'free' breakfast was minimal at best, you could have yogurt or toast or a bagel, at a restaurant that you had to go outside of the hotel to get to.  There was no regular coffee maker in the room, nor any vending in the hotel.  The pool was under construction when we were there so we couldn't even use the roof top, yet were forced to pay a resort fee.  Take your money elsewhere! This place is not worth it!",2.0,ReviewerD15,2019-03-04,,Family,7.4,1201
tripadvisor,"Huge suite just one block from the beach! We wanted a bathroom with a deep soaking tub and Boulan South Beach delivered! Kitchen with dining table, oven, cooktop, microwave, dishwasher, 1-1/2 baths, living area, balcony, deep tub, separate shower, walk-in closet, double vanity, tile floors, rooftop pool and hot tub. Washer/dryer in room.",10.0,Tommy J,2019-03-04,,Couple,7.4,1201
tripadvisor,"Not worth the money at all. Paid more than $1200 for 2 nights.
PROS: 
-they serve a nice breakfast in a nearby cafe.
-the rooms are renovated and clean. 

CONS:
- The hotel looks old and in bad shape, entrance paint .... dirty walls.
- Only one unisex bathroom in the lobby.
- The pool area has very little furniture, we tried twice to use the pool and didn´t have a place to sit much less to lay down.
- I was charged $300 on advanced for unexpected issues.
- Not worth the money at all, much better options for the money",4.0,catavaldes,2019-03-13,,Group,7.4,1201
tripadvisor,"Arriving at this hotel the lobby was unfinished and in need of repair we had a bad feeling instantly.  We asked to check in and room was not available.  Asked to see a room due to concerns with jack hammers and dirt and debris around and the manager refused to show us a room.  We agreed to wait for our room and visit the pool area and relax after a long trip.  They didn’t give us directions to the pool area so we wandered there were no signs anywhere nor staff to assist. 
Arriving at the pool was a shock. First along the way there was construction debris and dust and peeling paint on floors in several areas.  Once we got to the pool there was a partially torn apart bar with garbage cans and debris and bare roots of plants. See photos.  The website is an extreme misrepresentation of the hotel. We asked the manager to let us cancel and refund out money and he refused and was extremely rude and unprofessional.",2.0,Lisa,2019-03-13,,Couple,7.4,1201
tripadvisor,"The entire beach team was spectacular and provided amazing service for my entire family. Especially Charlie the manager, Alexia at the hut and down to Anthony who sat us down!!! They even have several kid area to accommodate our family. Will definitely come back",10.0,Brenda Benitez,2019-03-15,,Family,7.4,1201
